model_nm,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,rpt_dt,sales_through_dt
HUM BEV BT1UG                 ,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2023,8/1/2023
LCF DSL-JP I-700N             ,2,0,0,-1,-1,-1,3,0,0,0,0,0,8/2/2023,8/1/2023
LCF GAS-US I-700N             ,25,39,18,60,49,49,38,0,0,0,0,0,8/2/2023,8/1/2023
LCF 6500XD I-700N             ,5,2,2,9,9,5,4,0,0,0,0,0,8/2/2023,8/1/2023
LYRIQ L233                    ,0,1,0,2,0,0,1,0,0,0,0,0,8/2/2023,8/1/2023
MALIBU E2SC                   ,133,111,120,91,50,39,23,-1,0,0,0,0,8/2/2023,8/1/2023
PICKUP-E BEV BT1FG            ,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2023,8/1/2023
SAVANA VAN 610                ,62,49,78,49,115,156,253,1,0,0,0,0,8/2/2023,8/1/2023
SIERRA T1CGF LD CREW          ,497,479,518,444,379,369,321,1,0,0,0,0,8/2/2023,8/1/2023
SIERRA T1CGH HD CREW          ,339,309,341,311,307,343,251,4,0,0,0,0,8/2/2023,8/1/2023
SIERRA T1EGF LD DBL           ,47,64,105,121,102,167,200,4,0,0,0,0,8/2/2023,8/1/2023
SIERRA T1EGH HD DBL           ,24,47,61,52,97,108,119,5,0,0,0,0,8/2/2023,8/1/2023
SIERRA T1RGF LD REG           ,24,22,26,12,33,50,53,0,0,0,0,0,8/2/2023,8/1/2023
SIERRA T1RGH HD REG           ,32,80,86,84,112,119,127,2,0,0,0,0,8/2/2023,8/1/2023
SILVERADO EV BT1CC            ,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2023,8/1/2023
SILVERADO T1CCF LD CREW       ,1536,1607,1801,1352,1224,1169,1084,14,0,0,0,0,8/2/2023,8/1/2023
SILVERADO T1CCH HD CREW       ,616,595,869,935,1071,1042,917,21,0,0,0,0,8/2/2023,8/1/2023
SILVERADO T1ECF LD DBL        ,111,117,151,181,168,166,274,1,0,0,0,0,8/2/2023,8/1/2023
SILVERADO T1ECH HD DBL        ,140,166,175,219,208,171,116,1,0,0,0,0,8/2/2023,8/1/2023
SILVERADO T1RCF LD REG        ,44,15,25,9,11,24,14,0,0,0,0,0,8/2/2023,8/1/2023
SILVERADO T1RCH HD REG        ,64,55,87,92,156,241,203,3,0,0,0,0,8/2/2023,8/1/2023
SILVERADO 4500/5500           ,128,246,253,94,31,129,367,9,0,0,0,0,8/2/2023,8/1/2023
SPARK M2JC                    ,2,0,1,2,0,0,0,0,0,0,0,0,8/2/2023,8/1/2023
SUBURBAN T1YCF                ,33,50,88,56,79,84,71,2,0,0,0,0,8/2/2023,8/1/2023
TAHOE T1UCF                   ,86,76,126,118,104,153,127,4,0,0,0,0,8/2/2023,8/1/2023
TERRAIN D2UG                  ,51,67,65,53,63,74,87,0,0,0,0,0,8/2/2023,8/1/2023
TRAILBLAZER 9BYC              ,45,83,55,62,43,72,76,4,0,0,0,0,8/2/2023,8/1/2023
TRAVERSE C1YC                 ,132,155,212,154,140,144,171,3,0,0,0,0,8/2/2023,8/1/2023
TRAVERSE C1YC2                ,0,0,0,0,0,0,0,0,0,0,0,0,8/2/2023,8/1/2023
TRAX 9BQC1                    ,0,0,0,2,28,34,40,0,0,0,0,0,8/2/2023,8/1/2023
TRAX-K G1UC                   ,34,38,35,13,10,2,0,0,0,0,0,0,8/2/2023,8/1/2023
XT4 E2UL                      ,2,1,1,0,2,1,0,0,0,0,0,0,8/2/2023,8/1/2023
XT5 C1UL                      ,96,70,92,70,112,83,58,11,0,0,0,0,8/2/2023,8/1/2023
XT6 C1TL                      ,0,0,-4,-11,-5,-1,-3,0,0,0,0,0,8/2/2023,8/1/2023
YUKON T1UGF                   ,25,27,44,62,47,71,68,1,0,0,0,0,8/2/2023,8/1/2023
YUKON XL T1YGF                ,27,38,72,32,47,58,56,0,0,0,0,0,8/2/2023,8/1/2023
ACADIA C1UG                   ,42,64,55,59,69,38,47,64,15,0,0,0,9/13/2023,9/12/2023
AV A110                       ,0,0,0,0,0,0,0,0,0,0,0,0,9/13/2023,9/12/2023
BLAZER C1UC                   ,56,40,29,51,44,42,52,41,14,0,0,0,9/13/2023,9/12/2023
BLAZER EV C234                ,0,0,0,0,0,0,0,0,0,0,0,0,9/13/2023,9/12/2023
BOLT C110                     ,-84,-146,-157,-166,-64,-26,-26,-22,-7,0,0,0,9/13/2023,9/12/2023
BOLT EUV C121                 ,-7,14,3,9,10,9,5,12,-1,0,0,0,9/13/2023,9/12/2023
CAMARO A1AC CONV              ,0,2,1,0,1,2,0,2,0,0,0,0,9/13/2023,9/12/2023
CAMARO A1BC COUPE             ,-1,2,5,4,-17,2,-1,0,0,0,0,0,9/13/2023,9/12/2023
CANYON 31CG2                  ,0,0,0,2,15,30,19,16,0,0,0,0,9/13/2023,9/12/2023
CANYON 31XGN                  ,84,81,82,49,25,7,3,1,0,0,0,0,9/13/2023,9/12/2023
CELESTIQ L246                 ,0,0,0,0,0,0,0,0,0,0,0,0,9/13/2023,9/12/2023
COLORADO 31CC2                ,0,0,15,46,262,367,381,332,56,0,0,0,9/13/2023,9/12/2023
COLORADO 31XCN                ,517,447,190,61,23,1,2,2,0,0,0,0,9/13/2023,9/12/2023
CORVETTE Y200                 ,2,4,9,5,3,3,3,7,0,0,0,0,9/13/2023,9/12/2023
CT4 A2SL                      ,2,4,1,0,1,0,1,0,1,0,0,0,9/13/2023,9/12/2023
CT5 A2LL                      ,2,2,1,2,3,3,0,0,0,0,0,0,9/13/2023,9/12/2023
ENCLAVE C1YB                  ,25,38,18,8,11,13,23,16,5,0,0,0,9/13/2023,9/12/2023
ENCORE GX 9BUB                ,67,52,74,21,78,35,67,25,6,0,0,0,9/13/2023,9/12/2023
ENCORE G1UB                   ,24,36,24,27,12,6,10,3,3,0,0,0,9/13/2023,9/12/2023
ENVISION E2UB                 ,585,651,971,1113,688,1016,29,2,1,0,0,0,9/13/2023,9/12/2023
ENVISTA 9BQB1                 ,0,0,0,0,0,0,0,0,1,0,0,0,9/13/2023,9/12/2023
EQUINOX D2UC                  ,559,486,471,403,300,264,305,425,109,0,0,0,9/13/2023,9/12/2023
EQUINOX EV C223               ,0,0,0,0,0,0,0,0,0,0,0,0,9/13/2023,9/12/2023
ESCALADE ESV T1YLF            ,-8,-5,6,7,10,8,4,3,0,0,0,0,9/13/2023,9/12/2023
ESCALADE T1ULF                ,2,4,10,2,9,8,5,10,4,0,0,0,9/13/2023,9/12/2023
EXPRESS VAN 610               ,879,802,988,508,512,680,891,1072,359,0,0,0,9/13/2023,9/12/2023
HUM BEV BT1UG                 ,0,0,0,0,0,0,0,0,0,0,0,0,9/13/2023,9/12/2023
LCF DSL-JP I-700N             ,2,0,0,-1,-1,-1,3,3,2,0,0,0,9/13/2023,9/12/2023
LCF GAS-US I-700N             ,25,36,16,60,49,49,38,4,0,0,0,0,9/13/2023,9/12/2023
LCF 6500XD I-700N             ,5,2,2,9,9,5,4,5,1,0,0,0,9/13/2023,9/12/2023
LYRIQ L233                    ,0,1,0,2,0,0,1,0,0,0,0,0,9/13/2023,9/12/2023
MALIBU E2SC                   ,133,111,120,91,51,39,24,89,16,0,0,0,9/13/2023,9/12/2023
PICKUP-E BEV BT1FG            ,0,0,0,0,0,0,0,2,2,0,0,0,9/13/2023,9/12/2023
SAVANA VAN 610                ,62,49,78,49,95,155,267,322,60,0,0,0,9/13/2023,9/12/2023
SIERRA T1CGF LD CREW          ,497,479,516,444,375,370,320,403,67,0,0,0,9/13/2023,9/12/2023
SIERRA T1CGH HD CREW          ,339,309,340,309,305,341,246,286,57,0,0,0,9/13/2023,9/12/2023
SIERRA T1EGF LD DBL           ,47,64,105,121,101,167,193,174,37,0,0,0,9/13/2023,9/12/2023
SIERRA T1EGH HD DBL           ,24,47,61,52,97,108,119,158,24,0,0,0,9/13/2023,9/12/2023
SIERRA T1RGF LD REG           ,24,22,26,12,33,50,53,94,19,0,0,0,9/13/2023,9/12/2023
SIERRA T1RGH HD REG           ,32,80,86,84,111,118,127,123,38,0,0,0,9/13/2023,9/12/2023
SILVERADO EV BT1CC            ,0,0,0,0,0,0,0,0,0,0,0,0,9/13/2023,9/12/2023
SILVERADO T1CCF LD CREW       ,1536,1608,1800,1349,1221,1163,1066,1170,252,0,0,0,9/13/2023,9/12/2023
SILVERADO T1CCH HD CREW       ,615,595,867,934,1068,1039,909,1116,279,0,0,0,9/13/2023,9/12/2023
SILVERADO T1ECF LD DBL        ,111,117,151,181,167,166,270,248,52,0,0,0,9/13/2023,9/12/2023
SILVERADO T1ECH HD DBL        ,140,166,174,218,207,172,115,110,33,0,0,0,9/13/2023,9/12/2023
SILVERADO T1RCF LD REG        ,44,15,25,9,11,24,14,39,13,0,0,0,9/13/2023,9/12/2023
SILVERADO T1RCH HD REG        ,64,55,87,92,155,240,199,198,45,0,0,0,9/13/2023,9/12/2023
SILVERADO 4500/5500           ,128,246,253,94,31,129,362,295,56,0,0,0,9/13/2023,9/12/2023
SPARK M2JC                    ,2,0,1,2,0,0,0,1,0,0,0,0,9/13/2023,9/12/2023
SUBURBAN T1YCF                ,33,50,88,55,79,84,70,124,27,0,0,0,9/13/2023,9/12/2023
TAHOE T1UCF                   ,86,75,126,118,104,151,122,145,55,0,0,0,9/13/2023,9/12/2023
TERRAIN D2UG                  ,51,67,65,53,63,74,86,50,17,0,0,0,9/13/2023,9/12/2023
TRAILBLAZER 9BYC              ,45,83,55,62,43,71,75,88,19,0,0,0,9/13/2023,9/12/2023
TRAVERSE C1YC                 ,132,155,212,154,140,146,172,220,37,0,0,0,9/13/2023,9/12/2023
TRAVERSE C1YC2                ,0,0,0,0,0,0,0,0,0,0,0,0,9/13/2023,9/12/2023
TRAX 9BQC1                    ,0,0,0,2,28,34,40,57,12,0,0,0,9/13/2023,9/12/2023
TRAX-K G1UC                   ,34,38,35,13,10,2,0,1,0,0,0,0,9/13/2023,9/12/2023
XT4 E2UL                      ,2,1,1,0,2,1,0,0,0,0,0,0,9/13/2023,9/12/2023
XT5 C1UL                      ,96,70,92,70,112,83,58,49,12,0,0,0,9/13/2023,9/12/2023
XT6 C1TL                      ,0,0,-4,-11,-5,-1,-2,3,0,0,0,0,9/13/2023,9/12/2023
YUKON T1UGF                   ,25,27,44,62,47,70,67,61,25,0,0,0,9/13/2023,9/12/2023
YUKON XL T1YGF                ,27,38,72,32,47,56,52,73,10,0,0,0,9/13/2023,9/12/2023
ACADIA C1UG                   ,42,64,55,59,69,38,47,33,0,0,0,0,8/22/2023,8/21/2023
AV A110                       ,0,0,0,0,0,0,0,0,0,0,0,0,8/22/2023,8/21/2023
BLAZER C1UC                   ,56,40,29,51,44,42,52,23,0,0,0,0,8/22/2023,8/21/2023
BLAZER EV C234                ,0,0,0,0,0,0,0,0,0,0,0,0,8/22/2023,8/21/2023
BOLT C110                     ,-84,-146,-157,-166,-64,-26,-26,-10,0,0,0,0,8/22/2023,8/21/2023
BOLT EUV C121                 ,-7,14,3,9,10,9,5,4,0,0,0,0,8/22/2023,8/21/2023
CAMARO A1AC CONV              ,0,2,1,0,1,2,0,1,0,0,0,0,8/22/2023,8/21/2023
CAMARO A1BC COUPE             ,-1,2,5,4,-17,2,-1,2,0,0,0,0,8/22/2023,8/21/2023
CANYON 31CG2                  ,0,0,0,2,15,30,19,11,0,0,0,0,8/22/2023,8/21/2023
CANYON 31XGN                  ,84,81,82,49,25,7,3,1,0,0,0,0,8/22/2023,8/21/2023
CELESTIQ L246                 ,0,0,0,0,0,0,0,0,0,0,0,0,8/22/2023,8/21/2023
COLORADO 31CC2                ,0,0,15,46,262,367,385,197,0,0,0,0,8/22/2023,8/21/2023
COLORADO 31XCN                ,517,447,190,61,23,2,2,1,0,0,0,0,8/22/2023,8/21/2023
CORVETTE Y200                 ,2,4,9,5,3,3,3,5,0,0,0,0,8/22/2023,8/21/2023
CT4 A2SL                      ,2,4,1,0,1,0,1,0,0,0,0,0,8/22/2023,8/21/2023
CT5 A2LL                      ,2,2,1,2,3,3,0,0,0,0,0,0,8/22/2023,8/21/2023
ENCLAVE C1YB                  ,25,38,18,8,11,13,23,8,0,0,0,0,8/22/2023,8/21/2023
ENCORE GX 9BUB                ,67,52,74,21,78,35,67,14,0,0,0,0,8/22/2023,8/21/2023
ENCORE G1UB                   ,24,36,24,27,12,6,10,-3,0,0,0,0,8/22/2023,8/21/2023
ENVISION E2UB                 ,585,651,971,1113,688,1016,29,0,0,0,0,0,8/22/2023,8/21/2023
ENVISTA 9BQB1                 ,0,0,0,0,0,0,0,0,0,0,0,0,8/22/2023,8/21/2023
EQUINOX D2UC                  ,559,486,471,403,300,264,305,260,0,0,0,0,8/22/2023,8/21/2023
EQUINOX EV C223               ,0,0,0,0,0,0,0,0,0,0,0,0,8/22/2023,8/21/2023
ESCALADE ESV T1YLF            ,-8,-5,6,7,10,8,4,2,0,0,0,0,8/22/2023,8/21/2023
ESCALADE T1ULF                ,2,4,10,2,9,8,5,6,0,0,0,0,8/22/2023,8/21/2023
EXPRESS VAN 610               ,880,803,992,510,513,683,895,717,0,0,0,0,8/22/2023,8/21/2023
HUM BEV BT1UG                 ,0,0,0,0,0,0,0,0,0,0,0,0,8/22/2023,8/21/2023
LCF DSL-JP I-700N             ,2,0,0,-1,-1,-1,3,-1,0,0,0,0,8/22/2023,8/21/2023
LCF GAS-US I-700N             ,25,39,16,60,49,49,38,4,0,0,0,0,8/22/2023,8/21/2023
LCF 6500XD I-700N             ,5,2,2,9,9,5,4,1,0,0,0,0,8/22/2023,8/21/2023
LYRIQ L233                    ,0,1,0,2,0,0,1,-1,0,0,0,0,8/22/2023,8/21/2023
MALIBU E2SC                   ,133,111,120,91,51,39,23,34,0,0,0,0,8/22/2023,8/21/2023
PICKUP-E BEV BT1FG            ,0,0,0,0,0,0,0,1,0,0,0,0,8/22/2023,8/21/2023
SAVANA VAN 610                ,62,49,78,49,115,156,267,173,0,0,0,0,8/22/2023,8/21/2023
SIERRA T1CGF LD CREW          ,497,479,516,444,379,369,322,225,0,0,0,0,8/22/2023,8/21/2023
SIERRA T1CGH HD CREW          ,339,309,341,309,305,341,247,168,0,0,0,0,8/22/2023,8/21/2023
SIERRA T1EGF LD DBL           ,47,64,105,121,102,167,197,77,0,0,0,0,8/22/2023,8/21/2023
SIERRA T1EGH HD DBL           ,24,47,61,52,97,108,119,95,0,0,0,0,8/22/2023,8/21/2023
SIERRA T1RGF LD REG           ,24,22,26,12,33,50,53,45,0,0,0,0,8/22/2023,8/21/2023
SIERRA T1RGH HD REG           ,32,80,86,84,112,118,127,76,0,0,0,0,8/22/2023,8/21/2023
SILVERADO EV BT1CC            ,0,0,0,0,0,0,0,0,0,0,0,0,8/22/2023,8/21/2023
SILVERADO T1CCF LD CREW       ,1536,1607,1799,1350,1218,1165,1076,648,0,0,0,0,8/22/2023,8/21/2023
SILVERADO T1CCH HD CREW       ,616,595,867,934,1068,1037,909,635,0,0,0,0,8/22/2023,8/21/2023
SILVERADO T1ECF LD DBL        ,111,117,151,181,168,166,272,151,0,0,0,0,8/22/2023,8/21/2023
SILVERADO T1ECH HD DBL        ,140,166,175,219,207,172,116,65,0,0,0,0,8/22/2023,8/21/2023
SILVERADO T1RCF LD REG        ,44,15,25,9,11,24,14,11,0,0,0,0,8/22/2023,8/21/2023
SILVERADO T1RCH HD REG        ,64,55,87,92,155,240,200,119,0,0,0,0,8/22/2023,8/21/2023
SILVERADO 4500/5500           ,128,246,253,94,31,129,366,181,0,0,0,0,8/22/2023,8/21/2023
SPARK M2JC                    ,2,0,1,2,0,0,0,1,0,0,0,0,8/22/2023,8/21/2023
SUBURBAN T1YCF                ,33,50,88,55,79,85,70,77,0,0,0,0,8/22/2023,8/21/2023
TAHOE T1UCF                   ,86,76,126,118,104,153,124,92,0,0,0,0,8/22/2023,8/21/2023
TERRAIN D2UG                  ,51,67,65,53,63,74,86,29,0,0,0,0,8/22/2023,8/21/2023
TRAILBLAZER 9BYC              ,45,83,55,62,43,72,75,59,0,0,0,0,8/22/2023,8/21/2023
TRAVERSE C1YC                 ,132,155,212,154,140,145,172,116,0,0,0,0,8/22/2023,8/21/2023
TRAVERSE C1YC2                ,0,0,0,0,0,0,0,0,0,0,0,0,8/22/2023,8/21/2023
TRAX 9BQC1                    ,0,0,0,2,28,34,40,41,0,0,0,0,8/22/2023,8/21/2023
TRAX-K G1UC                   ,34,38,35,13,10,2,0,1,0,0,0,0,8/22/2023,8/21/2023
XT4 E2UL                      ,2,1,1,0,2,1,0,0,0,0,0,0,8/22/2023,8/21/2023
XT5 C1UL                      ,96,70,92,70,112,83,58,24,0,0,0,0,8/22/2023,8/21/2023
XT6 C1TL                      ,0,0,-4,-11,-5,-1,-2,-2,0,0,0,0,8/22/2023,8/21/2023
YUKON T1UGF                   ,25,27,44,62,47,70,67,42,0,0,0,0,8/22/2023,8/21/2023
YUKON XL T1YGF                ,27,38,72,32,47,57,52,44,0,0,0,0,8/22/2023,8/21/2023
ACADIA C1UG                   ,42,64,55,59,69,38,47,64,29,0,0,0,9/20/2023,9/19/2023
AV A110                       ,0,0,0,0,0,0,0,0,0,0,0,0,9/20/2023,9/19/2023
BLAZER C1UC                   ,56,40,29,51,44,42,52,41,26,0,0,0,9/20/2023,9/19/2023
BLAZER EV C234                ,0,0,0,0,0,0,0,0,0,0,0,0,9/20/2023,9/19/2023
BOLT C110                     ,-84,-146,-157,-166,-64,-26,-27,-22,-14,0,0,0,9/20/2023,9/19/2023
BOLT EUV C121                 ,-7,14,3,9,10,9,5,12,1,0,0,0,9/20/2023,9/19/2023
CAMARO A1AC CONV              ,0,2,1,0,1,2,0,2,1,0,0,0,9/20/2023,9/19/2023
CAMARO A1BC COUPE             ,-1,2,5,4,-17,2,-1,0,0,0,0,0,9/20/2023,9/19/2023
CANYON 31CG2                  ,0,0,0,2,15,30,17,16,-1,0,0,0,9/20/2023,9/19/2023
CANYON 31XGN                  ,84,81,82,49,25,7,3,1,0,0,0,0,9/20/2023,9/19/2023
CELESTIQ L246                 ,0,0,0,0,0,0,0,0,0,0,0,0,9/20/2023,9/19/2023
COLORADO 31CC2                ,0,0,15,46,262,367,381,331,152,0,0,0,9/20/2023,9/19/2023
COLORADO 31XCN                ,517,447,190,61,23,1,2,2,-1,0,0,0,9/20/2023,9/19/2023
CORVETTE Y200                 ,2,4,9,5,3,3,3,7,1,0,0,0,9/20/2023,9/19/2023
CT4 A2SL                      ,2,4,1,0,1,0,1,0,1,0,0,0,9/20/2023,9/19/2023
CT5 A2LL                      ,2,2,1,2,3,3,0,0,2,0,0,0,9/20/2023,9/19/2023
ENCLAVE C1YB                  ,25,38,18,8,11,13,23,16,11,0,0,0,9/20/2023,9/19/2023
ENCORE GX 9BUB                ,67,52,74,21,78,35,67,25,6,0,0,0,9/20/2023,9/19/2023
ENCORE G1UB                   ,24,36,24,27,12,6,10,3,3,0,0,0,9/20/2023,9/19/2023
ENVISION E2UB                 ,585,651,971,1113,688,1016,29,2,1,0,0,0,9/20/2023,9/19/2023
ENVISTA 9BQB1                 ,0,0,0,0,0,0,0,0,2,0,0,0,9/20/2023,9/19/2023
EQUINOX D2UC                  ,559,486,471,402,300,264,305,424,227,0,0,0,9/20/2023,9/19/2023
EQUINOX EV C223               ,0,0,0,0,0,0,0,0,0,0,0,0,9/20/2023,9/19/2023
ESCALADE ESV T1YLF            ,-8,-5,6,7,10,8,4,3,1,0,0,0,9/20/2023,9/19/2023
ESCALADE T1ULF                ,2,4,10,2,9,8,5,10,6,0,0,0,9/20/2023,9/19/2023
EXPRESS VAN 610               ,873,802,982,507,507,679,889,1070,668,0,0,0,9/20/2023,9/19/2023
HUM BEV BT1UG                 ,0,0,0,0,0,0,0,0,0,0,0,0,9/20/2023,9/19/2023
LCF DSL-JP I-700N             ,2,0,0,-1,-1,-1,3,3,5,0,0,0,9/20/2023,9/19/2023
LCF GAS-US I-700N             ,25,36,16,60,49,49,38,4,-7,0,0,0,9/20/2023,9/19/2023
LCF 6500XD I-700N             ,5,2,2,9,9,5,4,5,2,0,0,0,9/20/2023,9/19/2023
LYRIQ L233                    ,0,1,0,2,0,0,1,0,0,0,0,0,9/20/2023,9/19/2023
MALIBU E2SC                   ,133,111,120,91,51,39,24,89,46,0,0,0,9/20/2023,9/19/2023
PICKUP-E BEV BT1FG            ,0,0,0,0,0,0,0,2,3,0,0,0,9/20/2023,9/19/2023
SAVANA VAN 610                ,62,49,78,49,95,155,267,322,142,0,0,0,9/20/2023,9/19/2023
SIERRA T1CGF LD CREW          ,497,479,516,444,375,370,320,405,147,0,0,0,9/20/2023,9/19/2023
SIERRA T1CGH HD CREW          ,339,309,340,309,305,341,246,284,121,0,0,0,9/20/2023,9/19/2023
SIERRA T1EGF LD DBL           ,47,64,105,121,101,167,193,174,62,0,0,0,9/20/2023,9/19/2023
SIERRA T1EGH HD DBL           ,24,47,61,52,97,108,119,159,76,0,0,0,9/20/2023,9/19/2023
SIERRA T1RGF LD REG           ,24,22,26,12,33,50,53,94,48,0,0,0,9/20/2023,9/19/2023
SIERRA T1RGH HD REG           ,32,80,86,84,111,118,127,122,76,0,0,0,9/20/2023,9/19/2023
SILVERADO EV BT1CC            ,0,0,0,0,0,0,0,0,0,0,0,0,9/20/2023,9/19/2023
SILVERADO T1CCF LD CREW       ,1536,1608,1800,1349,1220,1160,1066,1165,537,0,0,0,9/20/2023,9/19/2023
SILVERADO T1CCH HD CREW       ,615,595,867,934,1068,1038,908,1110,524,0,0,0,9/20/2023,9/19/2023
SILVERADO T1ECF LD DBL        ,111,117,150,181,167,166,270,248,110,0,0,0,9/20/2023,9/19/2023
SILVERADO T1ECH HD DBL        ,140,166,174,218,208,172,115,109,62,0,0,0,9/20/2023,9/19/2023
SILVERADO T1RCF LD REG        ,44,15,25,9,11,24,14,39,47,0,0,0,9/20/2023,9/19/2023
SILVERADO T1RCH HD REG        ,64,55,87,92,154,240,199,198,81,0,0,0,9/20/2023,9/19/2023
SILVERADO 4500/5500           ,128,246,253,94,31,129,362,294,97,0,0,0,9/20/2023,9/19/2023
SPARK M2JC                    ,2,0,1,2,0,0,0,1,0,0,0,0,9/20/2023,9/19/2023
SUBURBAN T1YCF                ,33,50,88,55,79,84,69,124,52,0,0,0,9/20/2023,9/19/2023
TAHOE T1UCF                   ,86,75,126,118,104,151,122,145,96,0,0,0,9/20/2023,9/19/2023
TERRAIN D2UG                  ,51,67,65,53,63,74,86,49,22,0,0,0,9/20/2023,9/19/2023
TRAILBLAZER 9BYC              ,45,83,55,62,43,71,75,88,32,0,0,0,9/20/2023,9/19/2023
TRAVERSE C1YC                 ,132,155,212,154,140,146,172,220,76,0,0,0,9/20/2023,9/19/2023
TRAVERSE C1YC2                ,0,0,0,0,0,0,0,0,0,0,0,0,9/20/2023,9/19/2023
TRAX 9BQC1                    ,0,0,0,2,28,34,40,56,31,0,0,0,9/20/2023,9/19/2023
TRAX-K G1UC                   ,34,38,35,13,10,2,0,1,0,0,0,0,9/20/2023,9/19/2023
XT4 E2UL                      ,2,1,1,0,2,1,0,0,1,0,0,0,9/20/2023,9/19/2023
XT5 C1UL                      ,96,70,92,70,112,83,58,49,12,0,0,0,9/20/2023,9/19/2023
XT6 C1TL                      ,0,0,-4,-11,-5,-1,-2,3,0,0,0,0,9/20/2023,9/19/2023
YUKON T1UGF                   ,25,27,44,62,47,70,67,61,39,0,0,0,9/20/2023,9/19/2023
YUKON XL T1YGF                ,27,38,72,32,47,56,52,72,28,0,0,0,9/20/2023,9/19/2023
ACADIA C1UG                   ,42,64,55,59,69,38,47,46,0,0,0,0,8/26/2023,8/25/2023
AV A110                       ,0,0,0,0,0,0,0,0,0,0,0,0,8/26/2023,8/25/2023
BLAZER C1UC                   ,56,40,29,51,44,42,52,28,0,0,0,0,8/26/2023,8/25/2023
BLAZER EV C234                ,0,0,0,0,0,0,0,0,0,0,0,0,8/26/2023,8/25/2023
BOLT C110                     ,-84,-146,-157,-166,-64,-26,-26,-10,0,0,0,0,8/26/2023,8/25/2023
BOLT EUV C121                 ,-7,14,3,9,10,9,5,5,0,0,0,0,8/26/2023,8/25/2023
CAMARO A1AC CONV              ,0,2,1,0,1,2,0,2,0,0,0,0,8/26/2023,8/25/2023
CAMARO A1BC COUPE             ,-1,2,5,4,-17,2,-1,0,0,0,0,0,8/26/2023,8/25/2023
CANYON 31CG2                  ,0,0,0,2,15,30,19,10,0,0,0,0,8/26/2023,8/25/2023
CANYON 31XGN                  ,84,81,82,49,25,7,3,1,0,0,0,0,8/26/2023,8/25/2023
CELESTIQ L246                 ,0,0,0,0,0,0,0,0,0,0,0,0,8/26/2023,8/25/2023
COLORADO 31CC2                ,0,0,15,46,262,367,385,235,0,0,0,0,8/26/2023,8/25/2023
COLORADO 31XCN                ,517,447,190,61,23,2,2,1,0,0,0,0,8/26/2023,8/25/2023
CORVETTE Y200                 ,2,4,9,5,3,3,3,6,0,0,0,0,8/26/2023,8/25/2023
CT4 A2SL                      ,2,4,1,0,1,0,1,0,0,0,0,0,8/26/2023,8/25/2023
CT5 A2LL                      ,2,2,1,2,3,3,0,0,0,0,0,0,8/26/2023,8/25/2023
ENCLAVE C1YB                  ,25,38,18,8,11,13,23,9,0,0,0,0,8/26/2023,8/25/2023
ENCORE GX 9BUB                ,67,52,74,21,78,35,67,17,0,0,0,0,8/26/2023,8/25/2023
ENCORE G1UB                   ,24,36,24,27,12,6,10,-3,0,0,0,0,8/26/2023,8/25/2023
ENVISION E2UB                 ,585,651,971,1113,688,1016,29,1,0,0,0,0,8/26/2023,8/25/2023
ENVISTA 9BQB1                 ,0,0,0,0,0,0,0,0,0,0,0,0,8/26/2023,8/25/2023
EQUINOX D2UC                  ,559,486,471,403,300,264,305,303,0,0,0,0,8/26/2023,8/25/2023
EQUINOX EV C223               ,0,0,0,0,0,0,0,0,0,0,0,0,8/26/2023,8/25/2023
ESCALADE ESV T1YLF            ,-8,-5,6,7,10,8,4,2,0,0,0,0,8/26/2023,8/25/2023
ESCALADE T1ULF                ,2,4,10,2,9,8,5,7,0,0,0,0,8/26/2023,8/25/2023
EXPRESS VAN 610               ,880,803,992,510,513,683,894,813,0,0,0,0,8/26/2023,8/25/2023
HUM BEV BT1UG                 ,0,0,0,0,0,0,0,0,0,0,0,0,8/26/2023,8/25/2023
LCF DSL-JP I-700N             ,2,0,0,-1,-1,-1,3,2,0,0,0,0,8/26/2023,8/25/2023
LCF GAS-US I-700N             ,25,39,16,60,49,49,38,5,0,0,0,0,8/26/2023,8/25/2023
LCF 6500XD I-700N             ,5,2,2,9,9,5,4,1,0,0,0,0,8/26/2023,8/25/2023
LYRIQ L233                    ,0,1,0,2,0,0,1,-1,0,0,0,0,8/26/2023,8/25/2023
MALIBU E2SC                   ,133,111,120,91,51,39,23,44,0,0,0,0,8/26/2023,8/25/2023
PICKUP-E BEV BT1FG            ,0,0,0,0,0,0,0,1,0,0,0,0,8/26/2023,8/25/2023
SAVANA VAN 610                ,62,49,78,49,115,156,267,235,0,0,0,0,8/26/2023,8/25/2023
SIERRA T1CGF LD CREW          ,497,479,516,444,375,369,322,284,0,0,0,0,8/26/2023,8/25/2023
SIERRA T1CGH HD CREW          ,339,309,341,309,305,341,246,196,0,0,0,0,8/26/2023,8/25/2023
SIERRA T1EGF LD DBL           ,47,64,105,121,101,167,196,102,0,0,0,0,8/26/2023,8/25/2023
SIERRA T1EGH HD DBL           ,24,47,61,52,97,108,119,118,0,0,0,0,8/26/2023,8/25/2023
SIERRA T1RGF LD REG           ,24,22,26,12,33,50,53,56,0,0,0,0,8/26/2023,8/25/2023
